Jays.USFWBand,JayID,Sex,AgeKnown,NatalNest,FldgDate,MaxOfMaxOfCensusDate
1043-90517,-ZPY,,Y,843,5/14/1998,6/15/1999
1453-78357,-LZF,,Y,844,5/20/1996,12/13/1997
1453-78357,-LZF,,Y,844,5/20/1996,12/13/1997
1453-78357,-LZF,,Y,844,5/20/1996,12/13/1997
1453-78357,-LZF,,Y,844,5/20/1996,12/13/1997
1453-78358,-FZF,,Y,844,5/20/1996,9/10/1996
1453-78358,-FZF,,Y,844,5/20/1996,9/10/1996
1453-78358,-FZF,,Y,844,5/20/1996,9/10/1996
1453-78359,-AZF,F,Y,844,5/20/1996,7/16/1998
1453-78359,-AZF,F,Y,844,5/20/1996,7/16/1998
1453-78359,-AZF,F,Y,844,5/20/1996,7/16/1998
1453-78359,-AZF,F,Y,844,5/20/1996,7/16/1998
1453-78359,-AZF,F,Y,844,5/20/1996,7/16/1998
1603-51758,-CnP,F,Y,845,5/22/2008,8/18/2008
1603-51758,-CnP,F,Y,845,5/22/2008,8/18/2008
1603-16660,-HCG,M,Y,860,4/22/2006,7/13/2006
1603-16660,-HCG,M,Y,860,4/22/2006,7/13/2006
1603-16660,-HCG,M,Y,860,4/22/2006,7/13/2006
1603-16661,-BCG,M,Y,860,4/22/2006,8/10/2006
1603-16661,-BCG,M,Y,860,4/22/2006,8/10/2006
1603-16661,-BCG,M,Y,860,4/22/2006,8/10/2006
1603-16662,-PCG,M,Y,860,4/22/2006,7/13/2006
1603-16662,-PCG,M,Y,860,4/22/2006,7/13/2006
1603-16662,-PCG,M,Y,860,4/22/2006,7/13/2006
1713-49318,BC-fHW,F,Y,861,5/20/2002,8/12/2013
1713-49318,BC-fHW,F,Y,861,5/20/2002,8/12/2013
1713-49318,BC-fHW,F,Y,861,5/20/2002,8/12/2013
1713-49318,BC-fHW,F,Y,861,5/20/2002,8/12/2013
1713-49318,BC-fHW,F,Y,861,5/20/2002,8/12/2013
1713-49318,BC-fHW,F,Y,861,5/20/2002,8/12/2013
1713-49318,BC-fHW,F,Y,861,5/20/2002,8/12/2013
1713-49318,BC-fHW,F,Y,861,5/20/2002,8/12/2013
1713-49318,BC-fHW,F,Y,861,5/20/2002,8/12/2013
1713-49318,BC-fHW,F,Y,861,5/20/2002,8/12/2013
1713-49318,BC-fHW,F,Y,861,5/20/2002,8/12/2013
1713-49318,BC-fHW,F,Y,861,5/20/2002,8/12/2013
1713-49318,BC-fHW,F,Y,861,5/20/2002,8/12/2013
1713-49318,BC-fHW,F,Y,861,5/20/2002,8/12/2013
1713-49318,BC-fHW,F,Y,861,5/20/2002,8/12/2013
1713-49318,BC-fHW,F,Y,861,5/20/2002,8/12/2013
1713-49318,BC-fHW,F,Y,861,5/20/2002,8/12/2013
1063-43129,PC-n,M,Y,861,5/20/2002,6/13/2002
1063-43129,PC-n,M,Y,861,5/20/2002,6/13/2002
1063-43129,PC-n,M,Y,861,5/20/2002,6/13/2002
1063-43130,OC-fH,M,Y,861,5/20/2002,5/11/2011
1063-43130,OC-fH,M,Y,861,5/20/2002,5/11/2011
1063-43130,OC-fH,M,Y,861,5/20/2002,5/11/2011
1063-43130,OC-fH,M,Y,861,5/20/2002,5/11/2011
1063-43130,OC-fH,M,Y,861,5/20/2002,5/11/2011
1063-43130,OC-fH,M,Y,861,5/20/2002,5/11/2011
1063-43130,OC-fH,M,Y,861,5/20/2002,5/11/2011
1063-43130,OC-fH,M,Y,861,5/20/2002,5/11/2011
1063-43130,OC-fH,M,Y,861,5/20/2002,5/11/2011
1063-43130,OC-fH,M,Y,861,5/20/2002,5/11/2011
1063-43130,OC-fH,M,Y,861,5/20/2002,5/11/2011
1063-43130,OC-fH,M,Y,861,5/20/2002,5/11/2011
1063-43130,OC-fH,M,Y,861,5/20/2002,5/11/2011
1063-43130,OC-fH,M,Y,861,5/20/2002,5/11/2011
1063-43130,OC-fH,M,Y,861,5/20/2002,5/11/2011
1063-43130,OC-fH,M,Y,861,5/20/2002,5/11/2011
1063-43130,OC-fH,M,Y,861,5/20/2002,5/11/2011
1063-43131,LC-F,M,Y,861,5/20/2002,11/12/2002
1063-43131,LC-F,M,Y,861,5/20/2002,11/12/2002
1063-43131,LC-F,M,Y,861,5/20/2002,11/12/2002
1063-43131,LC-F,M,Y,861,5/20/2002,11/12/2002
1573-97908,BCG-,F,Y,863,4/30/2005,8/15/2005
1573-97908,BCG-,F,Y,863,4/30/2005,8/15/2005
1573-97908,BCG-,F,Y,863,4/30/2005,8/15/2005
1573-97909,PCG-,M,Y,863,4/30/2005,6/13/2005
1573-97909,PCG-,M,Y,863,4/30/2005,6/13/2005
1573-97910,OCG-,M,Y,863,4/30/2005,7/14/2005
1573-97910,OCG-,M,Y,863,4/30/2005,7/14/2005
1573-97910,OCG-,M,Y,863,4/30/2005,7/14/2005
1513-50993,LGC-,M,Y,865,5/30/2001,7/11/2008
1513-50993,LGC-,M,Y,865,5/30/2001,7/11/2008
1513-50993,LGC-,M,Y,865,5/30/2001,7/11/2008
1513-50993,LGC-,M,Y,865,5/30/2001,7/11/2008
1513-50993,LGC-,M,Y,865,5/30/2001,7/11/2008
1513-50993,LGC-,M,Y,865,5/30/2001,7/11/2008
1513-50993,LGC-,M,Y,865,5/30/2001,7/11/2008
1513-50993,LGC-,M,Y,865,5/30/2001,7/11/2008
1513-50993,LGC-,M,Y,865,5/30/2001,7/11/2008
1513-50993,LGC-,M,Y,865,5/30/2001,7/11/2008
1513-50993,LGC-,M,Y,865,5/30/2001,7/11/2008
1513-50994,FGC-,F,Y,865,5/30/2001,4/10/2002
1513-50994,FGC-,F,Y,865,5/30/2001,4/10/2002
1513-50994,FGC-,F,Y,865,5/30/2001,4/10/2002
1513-50994,FGC-,F,Y,865,5/30/2001,4/10/2002
1433-93080,SYO-,,Y,866,5/6/1987,11/12/1987
1433-93080,SYO-,,Y,866,5/6/1987,11/12/1987
1433-93080,SYO-,,Y,866,5/6/1987,11/12/1987
1433-93081,SBO-,,Y,866,5/6/1987,7/12/1987
1433-93081,SBO-,,Y,866,5/6/1987,7/12/1987
1433-93082,SPO-,F,Y,866,5/6/1987,8/15/1989
1433-93082,SPO-,F,Y,866,5/6/1987,8/15/1989
1433-93082,SPO-,F,Y,866,5/6/1987,8/15/1989
1433-93082,SPO-,F,Y,866,5/6/1987,8/15/1989
1433-93082,SPO-,F,Y,866,5/6/1987,8/15/1989
1433-87496,WSA-,F,Y,872,5/23/1985,2/13/1989
1433-87496,WSA-,F,Y,872,5/23/1985,2/13/1989
1433-87496,WSA-,F,Y,872,5/23/1985,2/13/1989
1433-87496,WSA-,F,Y,872,5/23/1985,2/13/1989
1433-87496,WSA-,F,Y,872,5/23/1985,2/13/1989
1433-87496,WSA-,F,Y,872,5/23/1985,2/13/1989
1433-87496,WSA-,F,Y,872,5/23/1985,2/13/1989
1453-63554,Z-LR,F,Y,878,5/5/1993,1/13/1994
1453-63554,Z-LR,F,Y,878,5/5/1993,1/13/1994
1453-63554,Z-LR,F,Y,878,5/5/1993,1/13/1994
1453-63555,Z-FR,F,Y,878,5/5/1993,11/15/1997
1453-63555,Z-FR,F,Y,878,5/5/1993,11/15/1997
1453-63555,Z-FR,F,Y,878,5/5/1993,11/15/1997
1453-63556,Z-AR,,Y,878,5/5/1993,9/14/1993
1453-63556,Z-AR,,Y,878,5/5/1993,9/14/1993
1453-63556,Z-AR,,Y,878,5/5/1993,9/14/1993
1453-78164,LZG-,F,Y,881,6/1/1995,6/12/1996
1453-78164,LZG-,F,Y,881,6/1/1995,6/12/1996
1453-78164,LZG-,F,Y,881,6/1/1995,6/12/1996
1453-78164,LZG-,F,Y,881,6/1/1995,6/12/1996
1453-78165,FZG-,F,Y,881,6/1/1995,6/12/1996
1453-78165,FZG-,F,Y,881,6/1/1995,6/12/1996
1453-78165,FZG-,F,Y,881,6/1/1995,6/12/1996
1453-78165,FZG-,F,Y,881,6/1/1995,6/12/1996
1453-78166,AZG-,,Y,881,6/1/1995,7/18/1995
1453-78166,AZG-,,Y,881,6/1/1995,7/18/1995
1423-42651,RS-L,F,Y,889,6/6/1982,8/10/1983
1423-42651,RS-L,F,Y,889,6/6/1982,8/10/1983
1423-42651,RS-L,F,Y,889,6/6/1982,8/10/1983
1423-42651,RS-L,F,Y,889,6/6/1982,8/10/1983
1423-42652,GS-n,,Y,889,6/6/1982,6/11/1982
1423-42652,GS-n,,Y,889,6/6/1982,6/11/1982
1053-14499,SL-L,M,Y,891,5/7/1984,5/17/1990
1053-14499,SL-L,M,Y,891,5/7/1984,5/17/1990
1053-14499,SL-L,M,Y,891,5/7/1984,5/17/1990
1053-14499,SL-L,M,Y,891,5/7/1984,5/17/1990
1053-14499,SL-L,M,Y,891,5/7/1984,5/17/1990
1053-14499,SL-L,M,Y,891,5/7/1984,5/17/1990
1053-14499,SL-L,M,Y,891,5/7/1984,5/17/1990
1053-14499,SL-L,M,Y,891,5/7/1984,5/17/1990
1053-14499,SL-L,M,Y,891,5/7/1984,5/17/1990
1053-14499,SL-L,M,Y,891,5/7/1984,5/17/1990
1423-42845,SO-L,M,Y,891,5/7/1984,9/19/1986
1423-42845,SO-L,M,Y,891,5/7/1984,9/19/1986
1423-42845,SO-L,M,Y,891,5/7/1984,9/19/1986
1423-42845,SO-L,M,Y,891,5/7/1984,9/19/1986
1423-42845,SO-L,M,Y,891,5/7/1984,9/19/1986
1043-90524,-ZRB,F,Y,895,5/20/1998,5/14/2008
1043-90524,-ZRB,F,Y,895,5/20/1998,5/14/2008
1043-90524,-ZRB,F,Y,895,5/20/1998,5/14/2008
1043-90524,-ZRB,F,Y,895,5/20/1998,5/14/2008
1043-90524,-ZRB,F,Y,895,5/20/1998,5/14/2008
1043-90524,-ZRB,F,Y,895,5/20/1998,5/14/2008
1043-90524,-ZRB,F,Y,895,5/20/1998,5/14/2008
1043-90524,-ZRB,F,Y,895,5/20/1998,5/14/2008
1043-90524,-ZRB,F,Y,895,5/20/1998,5/14/2008
1043-90524,-ZRB,F,Y,895,5/20/1998,5/14/2008
1043-90524,-ZRB,F,Y,895,5/20/1998,5/14/2008
1043-90524,-ZRB,F,Y,895,5/20/1998,5/14/2008
1043-90524,-ZRB,F,Y,895,5/20/1998,5/14/2008
1043-90524,-ZRB,F,Y,895,5/20/1998,5/14/2008
1043-90524,-ZRB,F,Y,895,5/20/1998,5/14/2008
1043-90524,-ZRB,F,Y,895,5/20/1998,5/14/2008
1043-90524,-ZRB,F,Y,895,5/20/1998,5/14/2008
1043-90526,-ZYB,F,Y,895,5/20/1998,5/14/2001
1043-90526,-ZYB,F,Y,895,5/20/1998,5/14/2001
1043-90526,-ZYB,F,Y,895,5/20/1998,5/14/2001
1043-90526,-ZYB,F,Y,895,5/20/1998,5/14/2001
1043-90526,-ZYB,F,Y,895,5/20/1998,5/14/2001
1043-90526,-ZYB,F,Y,895,5/20/1998,5/14/2001
1453-78360,-WZA,F,Y,898,5/12/1996,2/12/1997
1453-78360,-WZA,F,Y,898,5/12/1996,2/12/1997
1453-78361,-RZA,,Y,898,5/12/1996,2/18/1998
1453-78361,-RZA,,Y,898,5/12/1996,2/18/1998
1453-78361,-RZA,,Y,898,5/12/1996,2/18/1998
1453-78362,-GZA,,Y,898,5/12/1996,1/10/1997
1453-78362,-GZA,,Y,898,5/12/1996,1/10/1997
1573-97962,FCW-,F,Y,902,5/9/2005,7/19/2007
1573-97962,FCW-,F,Y,902,5/9/2005,7/19/2007
1573-97962,FCW-,F,Y,902,5/9/2005,7/19/2007
1573-97962,FCW-,F,Y,902,5/9/2005,7/19/2007
1573-97962,FCW-,F,Y,902,5/9/2005,7/19/2007
1573-97963,ACW-,M,Y,902,5/9/2005,10/19/2006
1573-97963,ACW-,M,Y,902,5/9/2005,10/19/2006
1573-97963,ACW-,M,Y,902,5/9/2005,10/19/2006
1573-97963,ACW-,M,Y,902,5/9/2005,10/19/2006
1603-51745,-CnB,F,Y,903,5/21/2008,8/18/2008
1603-51745,-CnB,F,Y,903,5/21/2008,8/18/2008
1603-51745,-CnB,F,Y,903,5/21/2008,8/18/2008
1603-51746,H-CLP,M,Y,903,5/21/2008,7/11/2008
1603-51746,H-CLP,M,Y,903,5/21/2008,7/11/2008
1603-17265,-ACB,F,Y,905,5/10/2006,11/7/2007
1603-17265,-ACB,F,Y,905,5/10/2006,11/7/2007
1603-17265,-ACB,F,Y,905,5/10/2006,11/7/2007
1603-17265,-ACB,F,Y,905,5/10/2006,11/7/2007
1603-17266,-LCB,F,Y,905,5/10/2006,3/13/2008
1603-17266,-LCB,F,Y,905,5/10/2006,3/13/2008
1603-17266,-LCB,F,Y,905,5/10/2006,3/13/2008
1603-17266,-LCB,F,Y,905,5/10/2006,3/13/2008
1053-56718,Fn-Z,F,Y,909,6/12/1989,10/11/1989
1053-56718,Fn-Z,F,Y,909,6/12/1989,10/11/1989
1053-56718,Fn-Z,F,Y,909,6/12/1989,10/11/1989
1423-42869,SO-P,,Y,914,5/19/1984,2/10/1985
1423-42869,SO-P,,Y,914,5/19/1984,2/10/1985
1423-42869,SO-P,,Y,914,5/19/1984,2/10/1985
1453-39072,PnZ-,M,Y,915,4/22/1991,5/10/1991
1453-39072,PnZ-,M,Y,915,4/22/1991,5/10/1991
1453-39073,OLZ-,M,Y,915,4/22/1991,12/13/1991
1453-39073,OLZ-,M,Y,915,4/22/1991,12/13/1991
1453-39073,OLZ-,M,Y,915,4/22/1991,12/13/1991
1453-78322,-OZL,F,Y,917,5/12/1996,3/14/2005
1453-78322,-OZL,F,Y,917,5/12/1996,3/14/2005
1453-78322,-OZL,F,Y,917,5/12/1996,3/14/2005
1453-78322,-OZL,F,Y,917,5/12/1996,3/14/2005
1453-78322,-OZL,F,Y,917,5/12/1996,3/14/2005
1453-78322,-OZL,F,Y,917,5/12/1996,3/14/2005
1453-78322,-OZL,F,Y,917,5/12/1996,3/14/2005
1453-78322,-OZL,F,Y,917,5/12/1996,3/14/2005
1453-78322,-OZL,F,Y,917,5/12/1996,3/14/2005
1453-78322,-OZL,F,Y,917,5/12/1996,3/14/2005
1453-78322,-OZL,F,Y,917,5/12/1996,3/14/2005
1453-78322,-OZL,F,Y,917,5/12/1996,3/14/2005
1453-78323,-LZL,F,Y,917,5/12/1996,4/14/1998
1453-78323,-LZL,F,Y,917,5/12/1996,4/14/1998
1453-78323,-LZL,F,Y,917,5/12/1996,4/14/1998
1453-78323,-LZL,F,Y,917,5/12/1996,4/14/1998
1453-78324,-FZL,M,Y,917,5/12/1996,4/14/1999
1453-78324,-FZL,M,Y,917,5/12/1996,4/14/1999
1453-78324,-FZL,M,Y,917,5/12/1996,4/14/1999
1453-78324,-FZL,M,Y,917,5/12/1996,4/14/1999
1453-78324,-FZL,M,Y,917,5/12/1996,4/14/1999
1453-78324,-FZL,M,Y,917,5/12/1996,4/14/1999
1453-78324,-FZL,M,Y,917,5/12/1996,4/14/1999
1453-78325,-AZL,,Y,917,5/12/1996,2/12/1997
1453-78325,-AZL,,Y,917,5/12/1996,2/12/1997
1453-78325,-AZL,,Y,917,5/12/1996,2/12/1997
1453-78177,LZY-,M,Y,921,6/14/1995,3/17/1998
1453-78177,LZY-,M,Y,921,6/14/1995,3/17/1998
1453-78177,LZY-,M,Y,921,6/14/1995,3/17/1998
1453-78177,LZY-,M,Y,921,6/14/1995,3/17/1998
1453-78177,LZY-,M,Y,921,6/14/1995,3/17/1998
1513-50792,-ORC,M,Y,922,4/30/2000,5/13/2002
1513-50792,-ORC,M,Y,922,4/30/2000,5/13/2002
1513-50792,-ORC,M,Y,922,4/30/2000,5/13/2002
1513-50792,-ORC,M,Y,922,4/30/2000,5/13/2002
1043-90520,-ZOY,M,Y,923,5/17/1998,9/11/2000
1043-90520,-ZOY,M,Y,923,5/17/1998,9/11/2000
1043-90520,-ZOY,M,Y,923,5/17/1998,9/11/2000
1043-90520,-ZOY,M,Y,923,5/17/1998,9/11/2000
1043-90520,-ZOY,M,Y,923,5/17/1998,9/11/2000
1043-90521,-ZLY,M,Y,923,5/17/1998,12/10/2002
1043-90521,-ZLY,M,Y,923,5/17/1998,12/10/2002
1043-90521,-ZLY,M,Y,923,5/17/1998,12/10/2002
1043-90521,-ZLY,M,Y,923,5/17/1998,12/10/2002
1043-90521,-ZLY,M,Y,923,5/17/1998,12/10/2002
1043-90521,-ZLY,M,Y,923,5/17/1998,12/10/2002
1043-90521,-ZLY,M,Y,923,5/17/1998,12/10/2002
1043-90521,-ZLY,M,Y,923,5/17/1998,12/10/2002
1043-90521,-ZLY,M,Y,923,5/17/1998,12/10/2002
1043-90522,-ZFY,F,Y,923,5/17/1998,4/14/1999
1043-90522,-ZFY,F,Y,923,5/17/1998,4/14/1999
1043-90522,-ZFY,F,Y,923,5/17/1998,4/14/1999
1043-90522,-ZFY,F,Y,923,5/17/1998,4/14/1999
1513-50159,GR-C,F,Y,924,4/24/1999,7/19/2007
1513-50159,GR-C,F,Y,924,4/24/1999,7/19/2007
1513-50159,GR-C,F,Y,924,4/24/1999,7/19/2007
1513-50159,GR-C,F,Y,924,4/24/1999,7/19/2007
1513-50159,GR-C,F,Y,924,4/24/1999,7/19/2007
1513-50159,GR-C,F,Y,924,4/24/1999,7/19/2007
1513-50159,GR-C,F,Y,924,4/24/1999,7/19/2007
1513-50159,GR-C,F,Y,924,4/24/1999,7/19/2007
1573-65983,CB-L,F,Y,926,4/28/2004,6/13/2005
1573-65983,CB-L,F,Y,926,4/28/2004,6/13/2005
1573-65983,CB-L,F,Y,926,4/28/2004,6/13/2005
1573-65983,CB-L,F,Y,926,4/28/2004,6/13/2005
1573-65984,CP-L,F,Y,926,4/28/2004,8/16/2010
1573-65984,CP-L,F,Y,926,4/28/2004,8/16/2010
1573-65984,CP-L,F,Y,926,4/28/2004,8/16/2010
1573-65984,CP-L,F,Y,926,4/28/2004,8/16/2010
1573-65984,CP-L,F,Y,926,4/28/2004,8/16/2010
1573-65984,CP-L,F,Y,926,4/28/2004,8/16/2010
1573-65984,CP-L,F,Y,926,4/28/2004,8/16/2010
1573-65984,CP-L,F,Y,926,4/28/2004,8/16/2010
1573-65984,CP-L,F,Y,926,4/28/2004,8/16/2010
1573-65984,CP-L,F,Y,926,4/28/2004,8/16/2010
1573-65984,CP-L,F,Y,926,4/28/2004,8/16/2010
1573-65984,CP-L,F,Y,926,4/28/2004,8/16/2010
1573-65984,CP-L,F,Y,926,4/28/2004,8/16/2010
1573-65984,CP-L,F,Y,926,4/28/2004,8/16/2010
1043-44235,ZBG-,,Y,932,4/21/1997,2/18/1998
1043-44235,ZBG-,,Y,932,4/21/1997,2/18/1998
1043-44235,ZBG-,,Y,932,4/21/1997,2/18/1998
1043-44237,ZOG-,M,Y,932,4/21/1997,8/22/2012
1043-44237,ZOG-,M,Y,932,4/21/1997,8/22/2012
1043-44237,ZOG-,M,Y,932,4/21/1997,8/22/2012
1043-44237,ZOG-,M,Y,932,4/21/1997,8/22/2012
1043-44237,ZOG-,M,Y,932,4/21/1997,8/22/2012
1043-44237,ZOG-,M,Y,932,4/21/1997,8/22/2012
1043-44237,ZOG-,M,Y,932,4/21/1997,8/22/2012
1043-44237,ZOG-,M,Y,932,4/21/1997,8/22/2012
1043-44237,ZOG-,M,Y,932,4/21/1997,8/22/2012
1043-44237,ZOG-,M,Y,932,4/21/1997,8/22/2012
1043-44237,ZOG-,M,Y,932,4/21/1997,8/22/2012
1043-44237,ZOG-,M,Y,932,4/21/1997,8/22/2012
1043-44237,ZOG-,M,Y,932,4/21/1997,8/22/2012
1043-44237,ZOG-,M,Y,932,4/21/1997,8/22/2012
1043-44237,ZOG-,M,Y,932,4/21/1997,8/22/2012
1043-44237,ZOG-,M,Y,932,4/21/1997,8/22/2012
1043-44237,ZOG-,M,Y,932,4/21/1997,8/22/2012
1043-44237,ZOG-,M,Y,932,4/21/1997,8/22/2012
1043-44237,ZOG-,M,Y,932,4/21/1997,8/22/2012
1043-44237,ZOG-,M,Y,932,4/21/1997,8/22/2012
1043-44237,ZOG-,M,Y,932,4/21/1997,8/22/2012
1043-44237,ZOG-,M,Y,932,4/21/1997,8/22/2012
1043-44237,ZOG-,M,Y,932,4/21/1997,8/22/2012
1713-13337,PC-Y,M,Y,933,4/26/2002,11/13/2013
1713-13337,PC-Y,M,Y,933,4/26/2002,11/13/2013
1713-13337,PC-Y,M,Y,933,4/26/2002,11/13/2013
1713-13337,PC-Y,M,Y,933,4/26/2002,11/13/2013
1713-13337,PC-Y,M,Y,933,4/26/2002,11/13/2013
1713-13337,PC-Y,M,Y,933,4/26/2002,11/13/2013
1713-13337,PC-Y,M,Y,933,4/26/2002,11/13/2013
1713-13337,PC-Y,M,Y,933,4/26/2002,11/13/2013
1713-13337,PC-Y,M,Y,933,4/26/2002,11/13/2013
1713-13337,PC-Y,M,Y,933,4/26/2002,11/13/2013
1713-13337,PC-Y,M,Y,933,4/26/2002,11/13/2013
1713-13337,PC-Y,M,Y,933,4/26/2002,11/13/2013
1713-13337,PC-Y,M,Y,933,4/26/2002,11/13/2013
1713-13337,PC-Y,M,Y,933,4/26/2002,11/13/2013
1713-13337,PC-Y,M,Y,933,4/26/2002,11/13/2013
1713-13337,PC-Y,M,Y,933,4/26/2002,11/13/2013
1713-13337,PC-Y,M,Y,933,4/26/2002,11/13/2013
1713-13337,PC-Y,M,Y,933,4/26/2002,11/13/2013
1713-13337,PC-Y,M,Y,933,4/26/2002,11/13/2013
1713-13337,PC-Y,M,Y,933,4/26/2002,11/13/2013
1713-13337,PC-Y,M,Y,933,4/26/2002,11/13/2013
1063-43557,C-BB,F,Y,935,5/6/2003,2/13/2008
1063-43557,C-BB,F,Y,935,5/6/2003,2/13/2008
1063-43557,C-BB,F,Y,935,5/6/2003,2/13/2008
1063-43557,C-BB,F,Y,935,5/6/2003,2/13/2008
1063-43557,C-BB,F,Y,935,5/6/2003,2/13/2008
1063-43557,C-BB,F,Y,935,5/6/2003,2/13/2008
1063-43557,C-BB,F,Y,935,5/6/2003,2/13/2008
1513-50931,WBC-,M,Y,939,5/2/2001,9/11/2006
1513-50931,WBC-,M,Y,939,5/2/2001,9/11/2006
1513-50931,WBC-,M,Y,939,5/2/2001,9/11/2006
1513-50931,WBC-,M,Y,939,5/2/2001,9/11/2006
1513-50931,WBC-,M,Y,939,5/2/2001,9/11/2006
1513-50931,WBC-,M,Y,939,5/2/2001,9/11/2006
1513-50931,WBC-,M,Y,939,5/2/2001,9/11/2006
1513-50932,RBC-,M,Y,939,5/2/2001,10/10/2001
1513-50932,RBC-,M,Y,939,5/2/2001,10/10/2001
1513-50932,RBC-,M,Y,939,5/2/2001,10/10/2001
1603-51513,-CBO,F,Y,941,4/22/2008,7/17/2009
1603-51513,-CBO,F,Y,941,4/22/2008,7/17/2009
1603-51513,-CBO,F,Y,941,4/22/2008,7/17/2009
1603-51513,-CBO,F,Y,941,4/22/2008,7/17/2009
1063-42880,AC-W,M,Y,945,4/25/2002,12/16/2009
1063-42880,AC-W,M,Y,945,4/25/2002,12/16/2009
1063-42880,AC-W,M,Y,945,4/25/2002,12/16/2009
1063-42880,AC-W,M,Y,945,4/25/2002,12/16/2009
1063-42880,AC-W,M,Y,945,4/25/2002,12/16/2009
1063-42880,AC-W,M,Y,945,4/25/2002,12/16/2009
1063-42880,AC-W,M,Y,945,4/25/2002,12/16/2009
1063-42880,AC-W,M,Y,945,4/25/2002,12/16/2009
1063-42880,AC-W,M,Y,945,4/25/2002,12/16/2009
1063-42880,AC-W,M,Y,945,4/25/2002,12/16/2009
1063-42880,AC-W,M,Y,945,4/25/2002,12/16/2009
1063-42880,AC-W,M,Y,945,4/25/2002,12/16/2009
1063-42880,AC-W,M,Y,945,4/25/2002,12/16/2009
1063-42880,AC-W,M,Y,945,4/25/2002,12/16/2009
1573-97936,WCn-,F,Y,946,5/1/2005,5/11/2005
1573-97936,WCn-,F,Y,946,5/1/2005,5/11/2005
1573-97937,RCL-,F,Y,946,5/1/2005,2/15/2006
1573-97937,RCL-,F,Y,946,5/1/2005,2/15/2006
1573-97937,RCL-,F,Y,946,5/1/2005,2/15/2006
1573-97937,RCL-,F,Y,946,5/1/2005,2/15/2006
1573-97938,GCL-,F,Y,946,5/1/2005,6/13/2005
1573-97938,GCL-,F,Y,946,5/1/2005,6/13/2005
1573-97939,HCL-,F,Y,946,5/1/2005,7/13/2006
1573-97939,HCL-,F,Y,946,5/1/2005,7/13/2006
1573-97939,HCL-,F,Y,946,5/1/2005,7/13/2006
1573-97939,HCL-,F,Y,946,5/1/2005,7/13/2006
1513-50712,-WAC,F,Y,950,4/28/2000,7/17/2000
1513-50712,-WAC,F,Y,950,4/28/2000,7/17/2000
1513-50712,-WAC,F,Y,950,4/28/2000,7/17/2000
1513-50713,-RAC,F,Y,950,4/28/2000,4/11/2001
1513-50713,-RAC,F,Y,950,4/28/2000,4/11/2001
1513-50713,-RAC,F,Y,950,4/28/2000,4/11/2001
1513-50713,-RAC,F,Y,950,4/28/2000,4/11/2001
1513-50715,-YAC,M,Y,950,4/28/2000,5/14/2001
1513-50715,-YAC,M,Y,950,4/28/2000,5/14/2001
1513-50715,-YAC,M,Y,950,4/28/2000,5/14/2001
1513-50715,-YAC,M,Y,950,4/28/2000,5/14/2001
1573-66548,CA-R,M,Y,952,6/7/2004,6/14/2006
1573-66548,CA-R,M,Y,952,6/7/2004,6/14/2006
1573-66548,CA-R,M,Y,952,6/7/2004,6/14/2006
1573-66548,CA-R,M,Y,952,6/7/2004,6/14/2006
1573-66548,CA-R,M,Y,952,6/7/2004,6/14/2006
1573-66549,CG-n,M,Y,952,6/7/2004,6/14/2004
1573-66549,CG-n,M,Y,952,6/7/2004,6/14/2004
1433-58398,GZ-R,,Y,953,5/13/1992,9/14/1992
1433-58398,GZ-R,,Y,953,5/13/1992,9/14/1992
1433-58398,GZ-R,,Y,953,5/13/1992,9/14/1992
1433-58399,YZ-R,,Y,953,5/13/1992,9/14/1992
1433-58399,YZ-R,,Y,953,5/13/1992,9/14/1992
1433-58399,YZ-R,,Y,953,5/13/1992,9/14/1992
1433-58400,BZ-R,F,Y,953,5/13/1992,8/17/1993
1433-58400,BZ-R,F,Y,953,5/13/1992,8/17/1993
1433-58400,BZ-R,F,Y,953,5/13/1992,8/17/1993
1433-58400,BZ-R,F,Y,953,5/13/1992,8/17/1993
1053-56543,WW-Z,F,Y,954,4/29/1989,7/11/1989
1053-56543,WW-Z,F,Y,954,4/29/1989,7/11/1989
1053-56543,WW-Z,F,Y,954,4/29/1989,7/11/1989
1453-78029,ZG-R,,Y,957,6/7/1994,9/16/1994
1453-78029,ZG-R,,Y,957,6/7/1994,9/16/1994
1453-78029,ZG-R,,Y,957,6/7/1994,9/16/1994
1453-78030,ZY-n,,Y,957,6/7/1994,6/15/1994
1453-78030,ZY-n,,Y,957,6/7/1994,6/15/1994
1573-66529,CF-F,F,Y,958,5/12/2004,8/10/2006
1573-66529,CF-F,F,Y,958,5/12/2004,8/10/2006
1573-66529,CF-F,F,Y,958,5/12/2004,8/10/2006
1573-66529,CF-F,F,Y,958,5/12/2004,8/10/2006
1573-66530,CA-F,F,Y,958,5/12/2004,1/13/2005
1573-66530,CA-F,F,Y,958,5/12/2004,1/13/2005
1573-66530,CA-F,F,Y,958,5/12/2004,1/13/2005
1603-17214,-LCL,F,Y,959,5/1/2006,11/14/2006
1603-17214,-LCL,F,Y,959,5/1/2006,11/14/2006
1603-17214,-LCL,F,Y,959,5/1/2006,11/14/2006
1603-17215,-FCL,F,Y,959,5/1/2006,5/16/2007
1603-17215,-FCL,F,Y,959,5/1/2006,5/16/2007
1603-17215,-FCL,F,Y,959,5/1/2006,5/16/2007
1603-17215,-FCL,F,Y,959,5/1/2006,5/16/2007
