Year,Terr,JayID,Sex,TerrYr,Help,HelpNum
1986,SIBR,L-AZ,M,SIBR86,1,1
1986,SIBR,G-GZ,F,SIBR86,1,1
1986,SIXS,A-SL,M,SIXS86,1,3
1986,SIXS,R-AZ,F,SIXS86,1,3
1986,SORA,G-PZ,F,SORA86,1,2
1986,SORA,PS-F,M,SORA86,1,2
1986,SPLT,RBS-,M,SPLT86,1,4
1986,SPLT,Y-FZ,F,SPLT86,1,4
1986,SSAN,LS-L,M,SSAN86,0,0
1986,SSAN,GS-F,F,SSAN86,0,0
1986,SSAN,F-SL,F,SSAN86,0,0
1986,WCOP,S-OB,M,WCOP86,1,1
1986,WCOP,WS-F,F,WCOP86,1,1
1986,WCPR,F-BZ,M,WCPR86,1,4
1986,WCPR,-WRS,F,WCPR86,1,4
1986,WSIX,F-YZ,M,WSIX86,1,3
1986,WSIX,O-RZ,F,WSIX86,1,3
1986,XRDS,SBR-,F,XRDS86,0,0
1986,XRDS,-SLB,M,XRDS86,0,0
1986,YTRE,S-YO,M,YTRE86,0,0
1986,YTRE,W-GZ,F,YTRE86,0,0
1987,ARCT,-GPS,F,ARCT87,1,1
1987,ARCT,GSR=,M,ARCT87,1,1
1987,BEND,S-FP,M,BEND87,0,0
1987,BEND,S-PO,F,BEND87,0,0
1987,BIGL,YS-F,M,BIGL87,1,1
1987,BIGL,S-LP,F,BIGL87,1,1
1987,CABS,OFS=,M,CABS87,1,2
1987,CABS,-ASY,F,CABS87,1,2
1987,CRAN,R-YZ,M,CRAN87,0,0
1987,CRAN,SR-A,F,CRAN87,0,0
1987,CTRW,F-RZ,F,CTRW87,1,3
1987,CTRW,S-LA,M,CTRW87,1,3
1987,DEER,SL-L,M,DEER87,1,1
1987,DEER,SR-F,F,DEER87,1,1
1987,EBAY,AY-S,F,EBAY87,0,0
1987,EBAY,-WGS,M,EBAY87,0,0
1987,FARS,A-YZ,F,FARS87,0,0
1987,FARS,P-FZ,M,FARS87,0,0
1987,FENC,YG-S,F,FENC87,1,1
1987,FENC,GPS-,M,FENC87,1,1
1987,HICR,P-AZ,F,HICR87,0,0
1987,HICR,A-BZ,M,HICR87,0,0
1987,LINS,BSA-,F,LINS87,1,2
1987,LINS,-SYW,M,LINS87,1,2
1987,MILW,GS-A,M,MILW87,1,2
1987,MILW,S-BP,F,MILW87,1,2
1987,NBEN,SPG-,M,NBEN87,1,2
1987,NBEN,YOS=,F,NBEN87,1,2
1987,NJCT,-LSY,F,NJCT87,1,2
1987,NJCT,A-FZ,,NJCT87,1,2
1987,NNWX,-PSA,M,NNWX87,0,0
1987,NNWX,S-RB,F,NNWX87,0,0
1987,NWES,L-WZ,F,NWES87,0,0
1987,NWES,S-WO,M,NWES87,0,0
1987,NWSX,O-WZ,F,NWSX87,1,2
1987,PLOT,S-OO,M,PLOT87,1,2
1987,PLOT,SP-F,F,PLOT87,1,2
1987,POLA,YSR=,F,POLA87,1,1
1987,POLA,-GSW,M,POLA87,1,1
1987,ROSE,A-RZ,F,ROSE87,1,1
1987,ROSE,SY-L,M,ROSE87,1,1
1987,SARA,L-FZ,M,SARA87,0,0
1987,SARA,P-BZ,F,SARA87,0,0
1987,SCOB,S-LL,M,SCOB87,0,0
1987,SCOB,B-AZ,F,SCOB87,0,0
1987,SCOP,S-PP,M,SCOP87,1,1
1987,SCOP,SGG-,F,SCOP87,1,1
1987,SIBR,L-AZ,M,SIBR87,0,0
1987,SIBR,L-LZ,F,SIBR87,0,0
1987,SIXS,A-SL,M,SIXS87,1,3
1987,SIXS,R-AZ,F,SIXS87,1,3
1987,SORA,G-PZ,F,SORA87,1,2
1987,SORA,PS-F,M,SORA87,1,2
1987,SPLT,RBS-,M,SPLT87,1,4
1987,SPLT,Y-FZ,F,SPLT87,1,4
1987,SSAN,LS-L,M,SSAN87,1,1
1987,SSAN,F-SL,F,SSAN87,1,1
1987,WCOP,S-OB,M,WCOP87,1,1
1987,WCOP,WS-F,F,WCOP87,1,1
1987,WCPR,F-BZ,M,WCPR87,0,0
1987,WCPR,-WRS,F,WCPR87,0,0
1987,WSIX,YPS-,F,WSIX87,1,2
1987,WSIX,F-YZ,M,WSIX87,1,2
1987,XRDS,-SAY,M,XRDS87,1,2
1987,XRDS,A-OZ,F,XRDS87,1,2
1987,YTRE,S-YO,M,YTRE87,0,0
1987,YTRE,W-GZ,F,YTRE87,0,0
1988,ARCT,-GPS,F,ARCT88,0,0
1988,ARCT,GSR=,M,ARCT88,0,0
1988,BEND,S-PO,F,BEND88,1,1
1988,BEND,S-FP,M,BEND88,1,1
1988,BIGL,S-LP,F,BIGL88,0,0
1988,BIGL,YS-F,M,BIGL88,0,0
1988,BUBO,YPS-,F,BUBO88,0,0
1988,BUBO,A-WZ,M,BUBO88,0,0
1988,CABS,RSL-,M,CABS88,1,3
1988,CABS,-ASY,F,CABS88,1,3
1988,CTRW,F-RZ,F,CTRW88,0,0
1988,CTRW,S-LA,M,CTRW88,0,0
1988,DEER,SR-F,F,DEER88,0,0
1988,DEER,SL-L,M,DEER88,0,0
1988,EBAY,AY-S,F,EBAY88,0,0
1988,EBAY,-WGS,M,EBAY88,0,0
1988,FENC,B-AZ,F,FENC88,1,1
1988,FENC,GPS-,M,FENC88,1,1
1988,HICR,P-AZ,F,HICR88,1,1
1988,HICR,P-FZ,M,HICR88,1,1
1988,JERE,A-ZO,F,JERE88,0,0
1988,JERE,O-FZ,M,JERE88,0,0
1988,LINS,BSA-,F,LINS88,0,0
1988,LINS,-SYW,M,LINS88,0,0
1988,LINX,G-RZ,M,LINX88,1,2
1988,LINX,S-BB,F,LINX88,1,2
1988,LOCK,ASF-,F,LOCK88,0,0
1988,LOCK,WSL-,M,LOCK88,0,0
1988,LOOP,-YSR,F,LOOP88,0,0
1988,LOOP,-FSO,M,LOOP88,0,0
1988,MBEN,Y-LC,M,MBEN88,0,0
1988,MBEN,O-AZ,F,MBEN88,0,0
1988,MILW,SLW=,F,MILW88,1,1
1988,MILW,S-BP,F,MILW88,1,1
1988,MILW,GS-A,M,MILW88,1,1
1988,MUME,A-ZG,M,MUME88,1,1
1988,MUME,SL-Y,F,MUME88,1,1
1988,NJCT,Y-YC,F,NJCT88,0,0
1988,NJCT,Y-GC,M,NJCT88,0,0
1988,NNWX,S-RB,F,NNWX88,1,2
1988,NNWX,-PSA,M,NNWX88,1,2
1988,NO19,R-CR,M,NO1988,0,0
1988,NO19,R-PC,F,NO1988,0,0
1988,NRID,GSY=,M,NRID88,0,0
1988,NRID,YSF-,F,NRID88,0,0
1988,NWES,L-WZ,F,NWES88,0,0
1988,NWES,S-WO,M,NWES88,0,0
1988,PAST,Y-BC,M,PAST88,1,1
1988,PAST,R-OC,F,PAST88,1,1
1988,PLOT,GSO-,M,PLOT88,1,1
1988,PLOT,SP-F,F,PLOT88,1,1
1988,POLA,YSR=,F,POLA88,0,0
1988,POLA,RSA-,M,POLA88,0,0
1988,POND,-OSA,M,POND88,1,2
1988,POND,R-FC,F,POND88,1,2
1988,ROSE,SY-L,M,ROSE88,0,0
1988,ROSE,WSA-,F,ROSE88,0,0
1988,SARA,L-FZ,M,SARA88,0,0
1988,SARA,P-BZ,F,SARA88,0,0
1988,SIBR,L-AZ,M,SIBR88,1,1
1988,SIBR,L-LZ,F,SIBR88,1,1
1988,SIXS,R-AZ,F,SIXS88,0,0
1988,SIXS,A-SL,M,SIXS88,0,0
1988,SLUM,SO-A,M,SLUM88,0,0
1988,SLUM,G-FC,F,SLUM88,0,0
1988,SORA,G-PZ,F,SORA88,1,1
1988,SORA,PS-F,M,SORA88,1,1
1988,SPLT,Y-FZ,F,SPLT88,1,1
1988,SPLT,-ASA,F,SPLT88,1,1
1988,SPLT,RBS-,M,SPLT88,1,1
1988,SSAN,F-SL,F,SSAN88,1,2
1988,SSAN,LS-L,M,SSAN88,1,2
1988,SWAL,A-ZL,M,SWAL88,1,1
1988,WAHO,A-ZY,F,WAHO88,1,2
1988,WAHO,B-ZL,M,WAHO88,1,2
1988,WCOP,WS-F,F,WCOP88,1,2
1988,WCOP,S-OB,M,WCOP88,1,2
1988,WSIX,A-AZ,M,WSIX88,1,2
1988,WSIX,YS-A,F,WSIX88,1,2
1988,XRDS,-SAY,M,XRDS88,1,1
1988,XRDS,SR-A,F,XRDS88,1,1
1989,ARCT,O-GC,F,ARCT89,0,0
1989,ARCT,GSR=,M,ARCT89,0,0
1989,BEND,S-PO,F,BEND89,1,1
1989,BEND,S-FP,M,BEND89,1,1
1989,BIGL,YS-F,M,BIGL89,1,1
1989,BIGL,S-LP,F,BIGL89,1,1
1989,CABS,SW-O,M,CABS89,0,0
1989,CABS,-ASY,F,CABS89,0,0
1989,CTRW,F-RZ,F,CTRW89,1,1
1989,CTRW,S-LA,M,CTRW89,1,1
1989,EBAY,AY-S,F,EBAY89,1,2
1989,EBAY,-WGS,M,EBAY89,1,2
1989,FENC,GPS-,M,FENC89,1,1
1989,FENC,B-AZ,F,FENC89,1,1
1989,HICR,P-FZ,M,HICR89,0,0
1989,HICR,P-AZ,F,HICR89,0,0
1989,JERE,O-FZ,M,JERE89,0,0
1989,JERE,A-ZO,F,JERE89,0,0
1989,LINS,BSA-,F,LINS89,1,1
1989,LINS,-SYW,M,LINS89,1,1
1989,LINX,G-RZ,M,LINX89,0,0
1989,LINX,S-BB,F,LINX89,0,0
1989,LOCK,ASF-,F,LOCK89,1,1
1989,LOCK,WSL-,M,LOCK89,1,1
1989,LOOP,-FSO,M,LOOP89,0,0
1989,MBEN,O-AZ,F,MBEN89,0,0
1989,MBEN,Y-LC,M,MBEN89,0,0
1989,MIKE,SPP-,M,MIKE89,0,0
1989,MIKE,Y-FZ,F,MIKE89,0,0
1989,MILW,W-WC,M,MILW89,0,0
1989,MILW,SLW=,F,MILW89,0,0
1989,MUME,SL-Y,F,MUME89,0,0
1989,MUME,A-ZG,M,MUME89,0,0
1989,NBEN,R-LC,M,NBEN89,0,0
1989,NBEN,R-BC,F,NBEN89,0,0
1989,NJCT,Y-GC,M,NJCT89,1,1
1989,NJCT,Y-YC,F,NJCT89,1,1
1989,NNWX,-PSA,M,NNWX89,1,1
1989,NNWX,S-RB,F,NNWX89,1,1
1989,NO19,R-CR,M,NO1989,0,0
1989,NO19,R-PC,F,NO1989,0,0
1989,NRID,YSF-,F,NRID89,1,1
1989,NRID,GSY=,M,NRID89,1,1
1989,NWES,S-WO,M,NWES89,1,1
1989,NWES,L-WZ,F,NWES89,1,1
1989,PAST,G-WC,F,PAST89,0,0
1989,PAST,Y-BC,M,PAST89,0,0
1989,PLOT,GSO-,M,PLOT89,1,4
1989,PLOT,SP-F,F,PLOT89,1,4
1989,POLA,RSA-,M,POLA89,1,3
1989,POLA,YSR=,F,POLA89,1,3
1989,POND,-OSA,M,POND89,1,1
1989,POND,R-FC,F,POND89,1,1
1989,ROSE,-LSR,F,ROSE89,0,0
1989,ROSE,SY-L,M,ROSE89,0,0
1989,SARA,L-FZ,M,SARA89,1,2
1989,SARA,P-BZ,F,SARA89,1,2
1989,SCOP,Y-OC,F,SCOP89,0,0
1989,SCOP,-RSA,M,SCOP89,0,0
1989,SFLA,-YSL,F,SFLA89,0,0
1989,SFLA,L-GC,M,SFLA89,0,0
1989,SIBR,L-LZ,F,SIBR89,1,2
1989,SIBR,L-AZ,M,SIBR89,1,2
1989,SIXS,R-AZ,F,SIXS89,1,2
1989,SLUM,SLB-,M,SLUM89,0,0
1989,SLUM,G-FC,F,SLUM89,0,0
1989,SORA,G-PZ,F,SORA89,1,3
1989,SORA,SAP-,M,SORA89,1,3
1989,SPLT,RBS-,M,SPLT89,1,1
1989,SPLT,-ASA,F,SPLT89,1,1
1989,SSAN,WSF-,F,SSAN89,0,0
1989,SSAN,RSL-,M,SSAN89,0,0
1989,SWAL,A-ZL,M,SWAL89,0,0
1989,SWAL,L-ZW,F,SWAL89,0,0
1989,WAHO,B-ZL,M,WAHO89,1,1
1989,WAHO,A-ZY,F,WAHO89,1,1
1989,WBEN,O-PC,F,WBEN89,0,0
1989,WBEN,R-YZ,M,WBEN89,0,0
1989,WCOP,Y-AC,F,WCOP89,1,2
1989,WCOP,S-OB,M,WCOP89,1,2
1989,WSIX,L-RC,M,WSIX89,0,0
1989,WSIX,-WSO,F,WSIX89,0,0
1989,XRDS,-SAY,M,XRDS89,1,1
1989,XRDS,SR-A,F,XRDS89,1,1
1990,BEND,O-PC,F,BEND90,1,1
1990,BEND,S-FP,M,BEND90,1,1
1990,BIGL,YS-F,M,BIGL90,1,3
1990,BIGL,S-LP,F,BIGL90,1,3
1990,EBAY,AY-S,F,EBAY90,1,3
1990,EBAY,-WGS,M,EBAY90,1,3
1990,ELIN,SL-L,M,ELIN90,1,1
1990,ELIN,-SGA,F,ELIN90,1,1
1990,FBYN,SAO-,M,FBYN90,0,0
1990,FBYN,F-BC,F,FBYN90,0,0
1990,FENC,B-AZ,F,FENC90,0,0
1990,FENC,GPS-,M,FENC90,0,0
1990,HICR,R-PC,F,HICR90,0,0
1990,HICR,P-FZ,M,HICR90,0,0
1990,JERE,O-FZ,M,JERE90,0,0
1990,JERE,G-FC,F,JERE90,0,0
1990,LINS,BSA-,F,LINS90,1,1
1990,LINS,-SYW,M,LINS90,1,1
1990,LINX,G-RZ,M,LINX90,1,2
1990,LINX,F-GC,F,LINX90,1,2
1990,LOCK,F-RZ,F,LOCK90,1,1
1990,LOCK,WSL-,M,LOCK90,1,1
1990,LOOP,-SOA,F,LOOP90,0,0
1990,LOOP,-FSO,M,LOOP90,0,0
1990,MBEN,P-AC,F,MBEN90,0,0
1990,MBEN,-SLF,M,MBEN90,0,0
1990,MUME,SAP-,M,MUME90,0,0
1990,NBEN,R-BC,F,NBEN90,0,0
1990,NBEN,-SOP,M,NBEN90,0,0
1990,NNWX,S-RB,F,NNWX90,0,0
1990,NNWX,-PSA,M,NNWX90,0,0
1990,NRID,-SOF,M,NRID90,0,0
1990,NRID,-SOL,F,NRID90,0,0
1990,NWES,L-WZ,F,NWES90,1,1
1990,NWES,S-WO,M,NWES90,1,1
1990,PAST,G-WC,F,PAST90,0,0
1990,PAST,Y-BC,M,PAST90,0,0
1990,PLOT,GSO-,M,PLOT90,1,2
1990,PLOT,SP-F,F,PLOT90,1,2
1990,POND,SFW=,M,POND90,1,1
1990,POND,R-FC,F,POND90,1,1
1990,SARA,L-FZ,M,SARA90,0,0
1990,SARA,W-RC,F,SARA90,0,0
1990,SCOP,Y-OC,F,SCOP90,0,0
1990,SCOP,-RSA,M,SCOP90,0,0
1990,SIBR,L-OC,F,SIBR90,0,0
1990,SIBR,-SWO,M,SIBR90,0,0
1990,SIXS,O-YC,F,SIXS90,1,1
1990,SIXS,RSA-,M,SIXS90,1,1
1990,SLUM,SLB-,M,SLUM90,0,0
1990,SLUM,SL-Y,F,SLUM90,0,0
1990,SORA,RSL-,M,SORA90,1,2
1990,SORA,G-PZ,F,SORA90,1,2
1990,SPLT,RBS-,M,SPLT90,0,0
1990,SPLT,WSF-,F,SPLT90,0,0
1990,SWAL,L-ZW,F,SWAL90,0,0
1990,SWAL,SOL-,M,SWAL90,0,0
1990,WAHO,B-ZL,M,WAHO90,0,0
1990,WAHO,A-ZY,F,WAHO90,0,0
1990,WCOP,Y-AC,F,WCOP90,1,1
1990,WCOP,-SRL,M,WCOP90,1,1
1990,WSIX,=WSW,F,WSIX90,0,0
1990,WSIX,Y-RC,M,WSIX90,0,0
1990,XRDS,-SAY,M,XRDS90,1,2
1990,XRDS,SR-A,F,XRDS90,1,2
1990,XRDS,G-YC,F,XRDS90,1,2
1991,BALD,-FSG,F,BALD91,0,0
1991,BALD,GAS-,M,BALD91,0,0
1991,BEND,S-FP,M,BEND91,0,0
1991,BEND,O-PC,F,BEND91,0,0
1991,CACT,F-WC,F,CACT91,0,0
1991,CACT,P-CR,M,CACT91,0,0
1991,CHOP,WG-Z,M,CHOP91,0,0
1991,CHOP,A-BC,F,CHOP91,0,0
1991,EBAY,-WGS,M,EBAY91,1,3
1991,EBAY,AY-S,F,EBAY91,1,3
1991,ELIN,-SWA,M,ELIN91,0,0
1991,ELIN,-SGA,F,ELIN91,0,0
1991,FENC,B-AZ,F,FENC91,0,0
1991,FENC,O-AC,M,FENC91,0,0
1991,HICE,A-YZ,F,HICE91,0,0
1991,HICE,G-CY,M,HICE91,0,0
1991,JERE,Y-WC,F,JERE91,0,0
1991,JERE,L-FZ,M,JERE91,0,0
1991,LINS,BSA-,F,LINS91,1,1
1991,LINS,-SBP,M,LINS91,1,1
1991,LINX,F-FC,F,LINX91,1,2
1991,LINX,B-OC,M,LINX91,1,2
1991,LOCK,F-RZ,F,LOCK91,1,1
1991,LOCK,-SPO,F,LOCK91,1,1
1991,LOCK,WSL-,M,LOCK91,1,1
1991,LOOP,-FSO,M,LOOP91,0,0
1991,LOOP,-SOA,F,LOOP91,0,0
1991,MBEN,-SLF,M,MBEN91,1,2
1991,MBEN,P-AC,F,MBEN91,1,2
1991,MILW,W-WC,M,MILW91,0,0
1991,MILW,F-AC,F,MILW91,0,0
1991,MUME,-SBL,F,MUME91,0,0
1991,MUME,SAP-,M,MUME91,0,0
1991,NBEN,-SOP,M,NBEN91,0,0
1991,NBEN,R-BC,F,NBEN91,0,0
1991,NNWX,F-OC,F,NNWX91,1,2
1991,NNWX,-PSA,M,NNWX91,1,2
1991,NWES,SAO-,M,NWES91,0,0
1991,NWES,F-BC,F,NWES91,0,0
1991,PAST,G-WC,F,PAST91,1,1
1991,PAST,Y-BC,M,PAST91,1,1
1991,PLOT,S-LP,F,PLOT91,1,1
1991,PLOT,BG-Z,M,PLOT91,1,1
1991,POND,SFW=,M,POND91,1,2
1991,POND,R-FC,F,POND91,1,2
1991,ROSE,LG-Z,M,ROSE91,0,0
1991,ROSE,R-AC,F,ROSE91,0,0
1991,SCOB,-SAO,M,SCOB91,0,0
1991,SCOB,=SGW,F,SCOB91,0,0
1991,SCOP,-RSA,M,SCOP91,1,1
1991,SCOP,Y-OC,F,SCOP91,1,1
1991,SIBR,L-OC,F,SIBR91,0,0
1991,SIBR,-SWO,M,SIBR91,0,0
1991,SIXS,O-YC,F,SIXS91,0,0
1991,SIXS,RSA-,M,SIXS91,0,0
1991,SLUM,B-BC,F,SLUM91,1,1
1991,SLUM,B-ZL,M,SLUM91,1,1
1991,SORA,G-PZ,F,SORA91,0,0
1991,SORA,RSL-,M,SORA91,0,0
1991,SPLT,RBS-,M,SPLT91,0,0
1991,SPLT,WSF-,F,SPLT91,0,0
1991,SWAL,O-FZ,M,SWAL91,0,0
1991,SWAL,L-ZW,F,SWAL91,0,0
1991,WAHO,SLB-,M,WAHO91,0,0
1991,WAHO,R-PC,F,WAHO91,0,0
1991,WAHO,G-RC,F,WAHO91,0,0
1991,WCOP,-SRL,M,WCOP91,1,3
1991,WCOP,Y-AC,F,WCOP91,1,3
1991,WSIX,-SOF,M,WSIX91,0,0
1991,WSIX,-SOL,F,WSIX91,0,0
1991,WWSX,-SPP,F,WWSX91,0,0
1991,WWSX,=SBG,M,WWSX91,0,0
1991,XRDS,-SAY,M,XRDS91,0,0
1991,XRDS,G-YC,F,XRDS91,0,0
1991,YTRE,G-BC,M,YTRE91,0,0
1991,YTRE,YA-Z,F,YTRE91,0,0
1992,BALD,-FSG,F,BALD92,1,1
1992,BALD,GAS-,M,BALD92,1,1
1992,BEND,S-FP,M,BEND92,0,0
1992,BEND,O-PC,F,BEND92,0,0
1992,CACT,W-FM,M,CACT92,0,0
1992,CACT,A-RC,F,CACT92,0,0
1992,CHOP,WG-Z,M,CHOP92,0,0
1992,CHOP,A-BC,F,CHOP92,0,0
1992,DEER,SP-F,F,DEER92,0,0
1992,DEER,-SRF,M,DEER92,0,0
1992,EBAY,-WGS,M,EBAY92,0,0
1992,EBAY,AY-S,F,EBAY92,0,0
1992,ELIN,-SGA,F,ELIN92,0,0
1992,ELIN,-SWA,M,ELIN92,0,0
1992,FBYN,-BWZ,M,FBYN92,0,0
1992,FBYN,G-RM,F,FBYN92,0,0
1992,FENC,B-AZ,F,FENC92,0,0
1992,FENC,P-CR,M,FENC92,0,0
1992,HICE,A-YZ,F,HICE92,1,3
1992,HICE,R-LM,M,HICE92,1,3
1992,LINX,B-OC,M,LINX92,1,2
1992,LINX,F-FC,F,LINX92,1,2
1992,LOCK,P-OC,F,LOCK92,1,1
1992,LOCK,WSL-,M,LOCK92,1,1
1992,MILW,F-AC,F,MILW92,0,0
1992,MILW,W-WC,M,MILW92,0,0
1992,MUME,-SBL,F,MUME92,1,1
1992,MUME,SAP-,M,MUME92,1,1
1992,N7RD,-SW_,M,N7RD92,0,0
1992,N7RD,-SPF,F,N7RD92,0,0
1992,NBEN,FY-Z,F,NBEN92,0,0
1992,NBEN,-SOP,M,NBEN92,0,0
1992,NNWX,-APZ,M,NNWX92,1,1
1992,NNWX,F-OC,F,NNWX92,1,1
1992,NPOL,-BRZ,M,NPOL92,0,0
1992,NPOL,-SRA,F,NPOL92,0,0
1992,NWES,F-BC,F,NWES92,0,0
1992,NWES,SAO-,M,NWES92,0,0
1992,PAST,G-WC,F,PAST92,1,3
1992,PAST,Y-BC,M,PAST92,1,3
1992,PLOT,BG-Z,M,PLOT92,0,0
1992,PLOT,S-LP,F,PLOT92,0,0
1992,SCOB,=SGW,F,SCOB92,0,0
1992,SCOB,-SAO,M,SCOB92,0,0
1992,SCOP,BSA-,F,SCOP92,1,2
1992,SCOP,-RSA,M,SCOP92,1,2
1992,SCRP,-ORZ,M,SCRP92,1,2
1992,SCRP,G-GM,F,SCRP92,1,2
1992,SIBR,L-OC,F,SIBR92,0,0
1992,SIBR,W-BM,M,SIBR92,0,0
1992,SIXS,RSA-,M,SIXS92,0,0
1992,SIXS,O-YC,F,SIXS92,0,0
1992,SLUM,SLB-,M,SLUM92,1,1
1992,SLUM,B-BC,F,SLUM92,1,1
1992,SORA,G-PZ,F,SORA92,0,0
1992,SORA,RSL-,M,SORA92,0,0
1992,SWAL,O-FZ,M,SWAL92,1,4
1992,SWAL,L-ZW,F,SWAL92,1,4
1992,WCOP,Y-AC,F,WCOP92,1,3
1992,WCOP,-SRL,M,WCOP92,1,3
1992,WWSX,-SOF,M,WWSX92,0,0
1992,WWSX,-SPP,F,WWSX92,0,0
1992,XRDS,G-YC,F,XRDS92,1,1
1992,XRDS,-SAY,M,XRDS92,1,1
1992,YTRE,PPZ=,M,YTRE92,1,1
1992,YTRE,A-AC,F,YTRE92,1,1
1993,BALD,GAS-,M,BALD93,0,0
1993,BALD,LBZ=,F,BALD93,0,0
1993,BALD,OPZ-,F,BALD93,0,0
1993,BEND,O-PC,F,BEND93,0,0
1993,BEND,S-FP,M,BEND93,0,0
1993,BNCH,-SPO,F,BNCH93,0,0
1993,BNCH,F-RC,M,BNCH93,0,0
1993,CACT,A-RC,F,CACT93,0,0
1993,CACT,W-FM,M,CACT93,0,0
1993,CHOP,WG-Z,M,CHOP93,0,0
1993,CHOP,A-BC,F,CHOP93,0,0
1993,CROS,L-FC,M,CROS93,1,1
1993,CROS,R-BM,F,CROS93,1,1
1993,CTRW,G-FM,M,CTRW93,0,0
1993,CTRW,OGZ-,F,CTRW93,0,0
1993,CURY,-GYZ,M,CURY93,0,0
1993,CURY,Y-YM,F,CURY93,0,0
1993,DEER,SP-F,F,DEER93,0,0
1993,DEER,-SRF,M,DEER93,0,0
1993,ELIN,-SGA,F,ELIN93,0,0
1993,ELIN,-SWA,M,ELIN93,0,0
1993,EQUS,PGZ=,M,EQUS93,1,1
1993,EQUS,WYZ=,F,EQUS93,1,1
1993,FBYN,-BWZ,M,FBYN93,0,0
1993,FBYN,W-WM,F,FBYN93,0,0
1993,FENC,B-AZ,F,FENC93,0,0
1993,FENC,P-CR,M,FENC93,0,0
1993,HICE,R-LM,M,HICE93,0,0
1993,HICE,A-YZ,F,HICE93,0,0
1993,LAZT,W-PC,M,LAZT93,0,0
1993,LAZT,SRA-,F,LAZT93,0,0
1993,LINX,L-WC,M,LINX93,0,0
1993,LINX,F-FC,F,LINX93,0,0
1993,LOCK,WSL-,M,LOCK93,1,1
1993,LOCK,P-OC,F,LOCK93,1,1
1993,LOOP,S-LP,F,LOOP93,1,2
1993,LOOP,-RRZ,M,LOOP93,1,2
1993,LOPZ,511C,M,LOPZ93,0,0
1993,LOPZ,YSR=,F,LOPZ93,0,0
1993,MILW,F-AC,F,MILW93,0,0
1993,MILW,BPZ-,M,MILW93,0,0
1993,MITA,W-LM,M,MITA93,0,0
1993,MITA,A-FC,F,MITA93,0,0
1993,MUME,Y-FM,F,MUME93,0,0
1993,MUME,SAP-,M,MUME93,0,0
1993,MUME,RRZ-,F,MUME93,0,0
1993,N7RD,-SW_,M,N7RD93,0,0
1993,N7RD,FY-Z,F,N7RD93,0,0
1993,NNWX,-GWZ,M,NNWX93,1,1
1993,NNWX,W-AM,F,NNWX93,1,1
1993,NPOL,G-OM,M,NPOL93,0,0
1993,NPOL,-SRA,F,NPOL93,0,0
1993,NWES,F-BC,F,NWES93,0,0
1993,NWES,SAO-,M,NWES93,0,0
1993,PAST,G-WC,F,PAST93,1,1
1993,PAST,Y-BC,M,PAST93,1,1
1993,PLOT,G-AM,M,PLOT93,0,0
1993,PLOT,=SPB,F,PLOT93,0,0
1993,RIDG,LYZ=,F,RIDG93,0,0
1993,RIDG,LRZ=,M,RIDG93,0,0
1993,SCOB,-RGZ,F,SCOB93,0,0
1993,SCOB,-SAO,M,SCOB93,0,0
1993,SCOP,BSA-,F,SCOP93,1,3
1993,SCOP,-RSA,M,SCOP93,1,3
1993,SCRP,G-GM,F,SCRP93,0,0
1993,SCRP,-ORZ,M,SCRP93,0,0
1993,SIBR,W-BM,M,SIBR93,0,0
1993,SIBR,L-OC,F,SIBR93,0,0
1993,SIXS,RSA-,M,SIXS93,1,1
1993,SIXS,O-YC,F,SIXS93,1,1
1993,SLUM,B-BC,F,SLUM93,1,1
1993,SLUM,WWZ-,M,SLUM93,1,1
1993,SORA,G-PZ,F,SORA93,0,0
1993,SORA,RSL-,M,SORA93,0,0
1993,SWAL,O-FZ,M,SWAL93,1,2
1993,SWAL,Y-WC,F,SWAL93,1,2
1993,TOMB,B-GC,F,TOMB93,0,0
1993,TOMB,R-YC,M,TOMB93,0,0
1993,WAHO,A-LC,M,WAHO93,0,0
1993,WAHO,-BSF,F,WAHO93,0,0
1993,WCOP,-SRL,M,WCOP93,1,1
1993,WCOP,Y-AC,F,WCOP93,1,1
1993,WCPR,-AWZ,M,WCPR93,0,0
1993,WCPR,ORZ-,F,WCPR93,0,0
1993,WWSX,-SPP,F,WWSX93,1,1
1993,WWSX,-PGZ,M,WWSX93,1,1
1993,XRDS,-SAY,M,XRDS93,1,2
1993,XRDS,G-YC,F,XRDS93,1,2
1993,YTRE,A-AC,F,YTRE93,0,0
1993,YTRE,PPZ=,M,YTRE93,0,0
1994,ANNI,B-OM,F,ANNI94,0,0
1994,BALD,GAS-,M,BALD94,0,0
1994,BALD,OPZ-,F,BALD94,0,0
1994,BEND,O-PC,F,BEND94,1,4
1994,BEND,S-FP,M,BEND94,1,4
1994,BIGL,G-AM,M,BIGL94,1,1
1994,BIGL,=SPB,F,BIGL94,1,1
1994,BNCH,R-BM,F,BNCH94,1,3
1994,BNCH,F-RC,M,BNCH94,1,3
1994,CACT,A-RC,F,CACT94,1,3
1994,CACT,W-FM,M,CACT94,1,3
1994,CHOP,WG-Z,M,CHOP94,1,6
1994,CHOP,YZ-OK,M,CHOP94,1,6
1994,CHOP,A-BC,F,CHOP94,1,6
1994,CPEN,F-ZA,M,CPEN94,0,0
1994,CPEN,-LWZ,F,CPEN94,0,0
1994,CURY,-GYZ,M,CURY94,1,2
1994,CURY,Y-YM,F,CURY94,1,2
